"id","city","name","geo_hash","latitude","longitude"
"M3wJQEhTfAbqruy18XvHrYXlcBKZfRgg","auckland","BP Connect Mangere","rckmc2","-36.953715","174.790852"
"M76PKSIeCFDAALnb2vvaEHkgcubzA5dk","auckland","Costco Westgate","rcknt6","-36.8148709","174.6114747"
"M8vbFlk4mwOkAF3PYOepm4WtksNjrYap","christchurch","NPD Rolleston Service Station","rb684c","-43.584977","172.3899"
"MDeVPf50RpKpirI4XWw30DHEdnwjWUAa","christchurch","Mobil Riccarton","rb68rg","-43.5292958836","172.609100386"
"MRoWwHHY8ofh5Pd2AQnARjEZa3bRLmkb","wellington","NPD Kapiti","rbsrnq","-40.920173119033","175.00255345767"
"MSG8aGk3juaN4uJtvCbnLtaro6JMSQqe","wellington","Z High St","rbsmsu","-41.1978186673","174.937600244"
"MWcWVE4yDZHmqajKMXTfuFv3MWfjum5U","auckland","Gull Albany Village","rckpp68","-36.724455","174.6949709"
"MWzfQzEDc2npILTjhuSkikppIXDlDUDJ","auckland","Z Te Irirangi Dr","rckmeu","-36.97746","174.8975233"
"MXwTcWt0KipyfrMDfvVKBKR2bizetU1O","auckland","GAS Carbine Road","rckmfy","-36.9227888471","174.851096976"
"Mk71Z1671Kc208rO6fqg876HDhM26OHr","auckland","Z Ellerslie","rckq44","-36.8978379545","174.824561749"
"Mp1KlZAkNxNFcbmgERCAWcHkxpkv2YDC","auckland","Z Northcross","rckr0j","-36.709942","174.7283694"
"MwCdBKcE8CrXrB6GxzpQCjJRhWtEyXy4","christchurch","Waitomo Cranford","rb6b83","-43.498364","172.62865"
"N8fQxwuQSrB7CWFpkUqz1SSQsyT4Pcs1","auckland","BP Connect Coventry","rckqb3e","-36.772763","174.741941"
"NMqLtaF1YlHePUC1vO4Dmxqy5UviXLbc","hamilton","Tasman Fuels Morrinsville","rckcf04","-37.6602531","175.5214691"
"NNLEWcazRCPtk7mPkkTFfygUFJ3PLwC6","auckland","Mobil Smales Road","rckmgf","-36.9431700491","174.898193237"
"NcCO7CVDE2Fa3NeC35NFbeWYdDi8wlfP","wellington","BP 2go Karori","rbsm0h","-41.2849412488","174.736285599"
"NllCSJbgoQwDYzZONCXtNnJbGPCbTwXh","auckland","Gull Te Irirangi","rckmu1","-36.948834","174.906124"
"No0gyp6f1rPZZlhKrp7HOJKZz8rVJx6q","hamilton","Gull Morrinsville","rckcf1","-37.6542045059","175.52439305"
"NoT5J4o0kO7vkJWQtlpPT3EgvtOGNx4R","christchurch","BP Rangiora","rb69x8e","-43.327273","172.600016"
"Nrr78HyJKiJUExjh0sqaUsFcBhtMxHDK","auckland","Z Botany Downs","rckmuh","-36.9310767905","174.91131651"
"O5mRxVaDlHdKxBhapgfvqJEUAQEWp8R6","christchurch","BP Connect QE II","rb6bd","-43.4953366","172.7104268"
"OF6FCqbPrOBsv0N3FI4ZZZW0GAYpwaa5","auckland","GAS Pinehill","rckr01","-36.729184243651","174.73110856119"
"OH5fNkaDihGaebIhAoVKMDWuNfF4j6ko","auckland","Mobil Don Buck","rcknmnq","-36.8352205815","174.603118868"
"OIaTSKud7u1j5ZpORCcryiNASsqmysfH","wellington","Gull Waione","rbsm7v","-41.23225","174.893105"
"OMwj10GSQCBbucj0tpPcure3xn8HfdDF","auckland","Caltex Mangere","rckmf2","-36.9575592713","174.833451322"
"ORbjGiBb3M0PGcga3SXh05YOXBw5afbW","christchurch","NPD Ferry Rd","rb6b32p","-43.5491393","172.6821377"
"OmBoNkNqCavPDwyLSCucmIdwRkY8praF",,,,"-38.002915727372","175.32754111472"
"OnEVI0sxW7PrwcAtDtLdxs5RfJAT1tW2","wellington","Caltex Old Hutt Rd","rbsm39","-41.25549","174.798049"
"OqJwFbjWT8kBpBRPyHvx6HipRZzoJTYN","auckland","Mobil Blockhouse Bay","rcknp3","-36.9062564746","174.701612376"
"OxqSunGdIC6xtfkvlk3I32d78M6XnF1Y","auckland","Mobil Glenfield","rcknzf","-36.7689481836","174.720409397"
"OxshaIgpe7owZEPxrRVWQ6V4osddxqy0","christchurch","Gull South Hagley","rb68rc","-43.540302","172.616825"
"P3gC7TxkFSrFHPMq6Dvb7XycNh88l8nV","auckland","Z Karaka","rckmhd","-37.073602","174.92567"
"P6ytkuNnS16swygjG7juIDoSlA34xo1E","hamilton","Z Frankton","rck9h11","-37.7861937507","175.256202944"
"PAhgk3umOrKyGtr4rjP8yN7gx2iWHvvc","auckland","BP Connect Howick","rckqh7","-36.896278","174.92229"
"PFXSocWHF4uxUgQ4bGu82XYBNlLzrsLK","christchurch","Challenge Opawa","rb6b2b7","-43.5473491504","172.654306953"
"PMiWzsQ2qLVOSqjUKT1d7Mqv5AkzuPrN","hamilton","BP Connect Horsham Downs","rck9k7","-37.7301427168","175.273241494"
"PUXO4cQqRQP3gqZsWLDiop57wDK54ckk",,,,"-36.84326","174.750382"
"PY6pEUNjlLsqqKgJHciuG6OWUz1YLZtk","christchurch","NPD Port Hills Rd","rb6b1s","-43.570132","172.685614"
"PZdvWR8i2MCfXo5AKuXrdRXSumhJ6Bmx","hamilton","Challenge Rockgas Cambridge","rckb2vr","-37.8946717897","175.472884427"
"Pd0ZIQklNR8noSEu2whZn66oOPlvpdaZ","hamilton","Pak 'n Save Clarence Street","rck8ux","-37.795448","175.2825352"
"Pk5XnXcmSv68x3FDWtBCFRcXuOYjsTxt","auckland","Z Ti Rakau Dr","rckmgvc","-36.9257871655","174.89402248"
"Pk6NLnv0ZorXMicNYivQL7vr3wTrhlFq","auckland","Mobil Avondale","rcknp6","-36.899318756","174.696345307"
"PpaQsvMIlINohUp5b4Lk7Ee1N6vZ43KG","auckland","Pak 'n Save Glen Innes","rckq4z","-36.8753604","174.8545468"
"QPA3DBmfHvmWyOlPKBEzLV3UQkejdj3X","auckland","Mobil Glen Eden","rcknn27","-36.91162","174.6548"
"QVbtElhUHXfzwaS2nrrloSr35zIwIOap","wellington","New World Waikanae","rbsrrwz","-40.8751994","175.0664158"
"QeUER2gQRzSX4jNkl1Qy1bBX5uhM7ulx",,,,"-36.90151","174.654996"
"R0AW6Z0RuQSZpO0qCQJU8eNqNeuVoMnc","auckland","Z New Lynn","rcknnf","-36.9028755","174.6811188"
"R0kXG66Nbm665Rm0mrpmyUDrIn5zHh8D","hamilton","BP 2go Leamington","rckb35",,
"R5LgeXbmsBfk7mZu0cVPlT2Bl1lMPVge","wellington","Z VIC Corner","rbsms6","-41.204274373","174.914277686"
"RCmFrt6dBf0v4i5nO2BeIBz0zYPbrAje","christchurch","BP Sawyers Arms","rb68xk","-43.4813509","172.5926427"
"RLqgN5A3ASbJBOmqvprPBUbLjUcBv5ig","auckland","Mobil Epsom","rckq1h","-36.889969042731","174.77549238515"
"ROIx0nSqGCTAEp6BH7tTz3Du1rinpWHR","auckland","Gull Papatoetoe","rckmdz",,
"RZfR6d6xRtr2zR7K8ezv0eXfPfytWso5","auckland","BP Connect Glendene","rcknnj","-36.8858127764","174.644664009"
"Ra7lEJrDyhTnl2jpf0yLvmQh8eYiZtfy","christchurch","Gull Stanmore Rd","rb6b2vh","-43.521905","172.656127"
"RjyiraTYAvfCAEl5jIiRnAgwQblad0oP","christchurch","BP 2go Redcliffs","rb6b4","-43.56130598461","172.73800056428"
"RpKhXTWkTXemgDuf4OdAU4mWem3ZBHsS","auckland","BP Connect FlatBush","rckmezp","-36.962895","174.901827"
"RqZFWjYoEOMqvbsGohXYyu1AAKckjktP","christchurch","BP 2go Linwood","rb6b39","-43.5421596062","172.687298503"
"RwxydDlvjplr3tJ55FfadfBuDCUoLrlq","christchurch","BP Ravenswood","rb6c97","-43.308226","172.672581"
"RyfVikDp4vIHeZG0DO4VdFuSeqnzMrL4","auckland","BP Connect Herne Bay","rckq2k8","-36.845153","174.738538"
"S5XrqwXhZuo1cvgohnvdmQwKkowP5CwA","wellington","Z Kilbirnie","rbskct","-41.3199645055","174.794569903"
"SH8BUyRUhcbbWnwLML6WzoYPPdwkh33I","auckland","Z Wiri Station Road","rckme23","-36.9995552","174.8711776"
"SVgxO25j0JMtDNDigB0oO2eQ8LGIox7i","auckland","Z Greenlane","rckq1s6","-36.8899241","174.7955249"
"SngVgqC1VgPNkH5TlreZKNKShqQqOigW","wellington","Mobil Cannons Creek","rbsmg","-41.140987712","174.864616621"
"SpSZ3aIiuzSXKsxacAsTwG3KPUKOUHZP","auckland","Pak 'n Save Fuel Wairau Road","rckqb2","-36.77874","174.7453"
"Sr6rw14niy1lCNYXqta6UzFxZXZnEpyQ","auckland","BP 2go Hillside","rckmbt","-36.926269","174.7496286"
"T14vbP7OIRcVqW4SC6CWmfmcaIWrAT55","auckland","Z Hunters Corner","rckmen77","-36.9669491929","174.863086207"
"T1rZfxzvHHjvkSQsRFJpvs5JNqs3Tztl","hamilton","GAS Te Rapa Road","rck95y7","-37.758407","175.247105"
"T2R6NX0SkdLaVrsMzfcTlMWQFfNjp4dN","wellington","Z Johnsonville","rbsm3y","-41.2263189823","174.807054245"
"T5CpraciWt3PI2YGHOhXXQmFs7815aLP","auckland","Gull Takanini","rckmk4h","-37.034566","174.908139"
"T65pkWf4QuZWq3kLSghnulLCHN8WzPby","christchurch","Tasman Fuels Self Service - Springs Road","rb68jv","-43.565075549926","172.52451585027"
"TFPoO21J25vCgxGQkrjKCd6rcO4L4TVC","wellington","Waitomo Tinakori","rbsm1r","-41.266689","174.782471"
"TO2hrIEpYKMcDzGRePQf7TIcwTZASQmV","hamilton","Springdale Service Station","rckf7","-37.529874","175.56749"
"TQDQx8yUu8cMpHQQCKMEpMNTQ2ZAbo4Y","auckland","Caltex All Seasons Energy Centre","rcknq1","-36.8630067674","174.648513321"
"TTmHzZSxnqggyV8EqDR43wWGsH0t4Q06","wellington","Allied Seaview","rbsm7t","-41.2320975903","174.890448498"
"TV1SC2Nbb6PYOxGJhuhF3RdFuTFSsVmF",,,,"-43.330784","172.599865"
"TarpTtIhhCh4OK1GNd2ynZHhLKfWK6WW","christchurch","NPD Sockburn","rb68q6","-43.538817","172.5483"
"TdfyD0WvQ6YMLzkzvUhZKfkRmun6d1x3","wellington","BP Connect Adelaide Road","rbsm11","-41.3027699351","174.779297024"
"Toncu5HZzKHXrtCxas6k7kxmDgPg1iEm","auckland","NPD Otara","rckmerk","-36.9607963","174.8749003"
"TouIjvQ88rIcl0LpIKKfEItvHW5RRYiQ","auckland","Gull Hobsonville","rcknwh0","-36.803127","174.639128"
"TxbFErIaMRXDabaeU2A37Bg5S2QUAin1","auckland","Z Lakeside","rckq8xq","-36.785485","174.756881"
"U4bp1wAZ0Qst5qD6pFkbVyWeyIj4HPlY","auckland","Mobil Eden Park","rckq0r",,
"U5FutYr0FhcnEPPIxMlXff1JgpQQindK","auckland","Mobil Henderson","rcknjy",,
"UAcdNqgVDGSGDGOjjJeUDeZKsl6PT5rG","christchurch","BP 2go Westburn","rb68qy","-43.5158501","172.5723207"
"UE2BupXmziALEvPUx7oe3BRzHlTQ51LH","auckland","NPD Wiri","rckmdbu","-36.997321","174.853393"
"UHTA5dfdxEEW5CIhQpTDGt4dwN4t1rSp","christchurch","Mobil Redwood","rb6b8j","-43.4733136152","172.617638791"
"UHfSug0kZzBpVb7UlzQJJJYKVLnxDVPu","auckland","Pak 'n Save Manukau","rckme6","-36.988228420425","174.87948747584"
"UIfJjVO4EK3doqVNMOTAvFSFxhQMxrAI","wellington","Z Kapiti Rd","rbsrq1j","-40.9066060719","174.997943718"
"UNQwRtPaQAIjD6Rpio2pAVy2VM505vmE","christchurch","BP Connect Hoon Hay","rb68pv","-43.5644065","172.6084238"
"UaI5CXk2UpmqaMslMHt04vLXhOIEDsTB","auckland","Z Browns Rd","rckm7j4","-37.017753","174.861973"
"UakZSVmDSB6XIVWPfSQzAoQQdzv8loRb","hamilton","Z K Drive","rck8um","-37.8078274","175.2703465"
"UjwfoJQmM4iSLEPbLKajyJ1VQugOeyT8",,,,"-36.9416","174.83334"
"V2SUjK8gUjNXnMIzMPosWqJ0BXVGi6Ee","auckland","Tasman Fuels Kaurilands","rckjym","-36.9271681","174.654142"
"VJktaiiAumsjUBFvFgMp8zDJX3AGZ1tT","auckland","Mobil Mt Albert","rckq05","-36.894106125","174.726729221"
"VNWHaQIWW60SDoFW7hzPAwsFZSMtWbTT","auckland","BP Connect Lunn Avenue","rckq4k","-36.8884358389","174.831743559"
"VmeWYyz3JtGPan4oTM8hNlqfDuQqynHN","auckland","Z Lakewood Court","rckme9","-36.9948933","174.8861632"
"VmsyxVlcZcIU61VGktZaPVr5EmwUqaKh","wellington","GAS Waikanae","rbsrrww","-40.8765086898","175.06565761"
"W4Wf2QNq7baF73jW4vy0leKUoLxSrF3I","wellington","Caltex Kapiti Road","rbsrq4","-40.9020017","174.9922086"
"WFucBSR4ekmHQs46rxVlGFvpfbKdB8eF","auckland","BP Connect Weymouth","rckm76","-37.030747","174.877598"
"WQcYEhlDwcOZWstqdGolgVSbk8DZ5fWJ","wellington","BP Hutt Rd Truckstop","rbsm6t","-41.2320331","174.8373072"
"WSRtON707TLVJwB6QCNTEN2WWMirFWKx","auckland","Gull Devonport","rckq9b","-36.8207772","174.8053171"
"WbmKRJ4azmOf71KrAZeRndZ47K1xDd84","wellington","Z Constable St","rbskcr","-41.3133677676","174.782152622"
"Wlc2yRd1XFuq5gsnzI41QEF8vb5rEiL8","auckland","Mobil Porchester Road","rckmkd","-37.029902","174.925687"
"WlxWoQshQL3SJvV0XCjpMKWKygUzBJnP","wellington","BP Connect Upper Hutt","rbsqpc","-41.123555","175.075782"
"WnXILZqkodl7G61zMTBGlasgWEVXu48G","auckland","Gull Wiri","rckmdb5",,
"WpZ4AJGt1ouNE2sigemBqnKPaPcXVAyF","auckland","Mobil Drury Lane","rckkv",,
"Wpluy8YjcEyk1JFsHE0Popfni2jal2y2","hamilton","Waitomo Te Rapa","rck972s","-37.746239","175.226614"
"Wy32SYeyWM1K8PDFqSVUsOeyInLgu64b","auckland","Mobil Panmure","rckq4f","-36.8981043942","174.85140632"
"X3EHnXUHRzrhXlRdbaH7MbnckiDymtSB","auckland","Caltex Riverhead","rcknug",,
"XWJt4UjNGA6nN5LEDwKqQKaD3Hfa5tUF","auckland","Gull Kingsland","rckq0x","-36.870656","174.748544"
"XbbpjqfudWRIMc36qzUhvipV5aK4BN1d","auckland","Gull Portage Road","rcknp0t",,
"XcpLiKdzlGgzXLxSJnkBAmgMbPMRzJEy","auckland","GAS Chartwell","rckq8p","-36.782909","174.7314"
"Xf3agbJFKlTaJr71faxalfLHJ5eDbgjt","wellington","Challenge Pauatahanui","rbsqh","-41.1053674002","174.916590268"
"XfuTklcVJG3FebXoZtKT5TjBdaGBPgbR","wellington","BP Porirua","rbsq484","-41.1317366","174.8403246"
"Xh5zPUpGgYiYcQzc7kAZSy3VlXSzYMd7","auckland","Z Albany","rckpp67","-36.7256759","174.6982909"
"XmKOw2BrZ1Vb0CfmYm3a6yyDFbBdybFn","christchurch","Gull Ravenswood","rb6c95","-43.308776121949","172.67193893156"
"XngQjILmJufQoooZlbN6fZaYsqerTjVo","christchurch","NPD Islington","rb68m05","-43.548927","172.490638"
"XpDvFClH8tvK6acCsoHnlNKVaz57iqrV","auckland","Waitomo Epsom","rckq1n","-36.8795279","174.7760123"
"Xrs08fPBNlAyuRcfZupmzWpFsn2niXpP","hamilton","Z Eastside","rck8uy","-37.7993073","175.2967094"
"Y13iPPUr5PKvk7PqiWJ1TzZliFR3ie85","christchurch","Allied Wainoni","rb6b3wy","-43.511914088701","172.692065046001"
"YE0qoO0gM6m6j0SJYoBwyjiwVdFDZfAp","hamilton","Mobil Te Awamutu","rchxv8t","-38.0089973297","175.326928241"
"YR7MMdi7wcICCo1j8Fl0Zyj5tga4pYib","christchurch","BP Russley Road Truckstop","rb68ws","-43.478896","172.555431"
"YTS0nyNsLCn1xYcMpMf6hnfCCSBhN7u6","wellington","New World Miramar","rbskcyzc","-41.315258631538","174.81434060358"
"Yz6D5eu2VikjbcBKX6qzkqBY0iWzXgzZ","christchurch","Caltex Dyers Road","rb6b3c","-43.539791","172.702449"
"Z1JBY288YMHwBMGliMdwPpBM1Xugecr4","auckland","Tasman Fuels St Heliers","rckq6c","-36.862585887345","174.85600889752"
"Z2cGUn1Db6QxeKcIZT0xoUQTatuKkPUZ","hamilton","Z Rotokauri","rck95r","-37.7542628","175.2305838"
"ZECWj0Ko7dp8mCoBBqJvQmRrlPWqPOMt","christchurch","Caltex Redwood","rb68xu","-43.478978658948","172.61645569365"
"Zu8KxI3jxgu42S57EDFsXDDSWVbLqHHr","christchurch","Challenge Little River Garage","rb4yg","-43.771184","172.790186"
"Zw8g8qIKFn8n4wsGQmvZnVkSaaIOqEFx","christchurch","BP Connect Moorhouse","rb6b21x","-43.540243","172.627661"
"aPwUdW7U3iVwf3xE2EYJtf3KhqErvimq","auckland","BP Connect Whenuapai","rckntq","-36.792916","174.615451"
"aVXFl4nhpCQEN6EwVMn7tEx3KjZrE6JK","christchurch","NPD Wairakei Rd","rb68wf","-43.491850258053","172.57291898131"
"aWWYcJr7gemDdVj0XV74DrvwvJJ8fBgW","auckland","Gull East Tamaki","rckmex7",,
"aWgNu4XwBRWbwCsMpQ0RInQK5Cmj6eKL","wellington","BP Connect Mana","rbsq5n","-41.096034","174.869058"
"aXlQRy7lW3gFn00i3HFWSBNvybXjXeZp","hamilton","Caltex Super Service Station","rchxv9","-38.0066617162","175.328729967"
"ahzmLLAdDzLMVnMhRF6g1Yhm22I2KXw7","wellington","Mobil Petone","rbsm7r8","-41.2221454775","174.869946915"
"amjqaiKrjIEBxM32D0lizdUfER3GvTq6","wellington","BP Connect Kapiti","rbsrq1n","-40.9075326","174.999284"
"b1j4SJCUu1bcZ78IVvkXNucdwkgLlzPf","christchurch","NPD Sefton","rb6cc","-43.248642722797","172.66831013134"
"b5Abpvm0gCkecv3JW1vKOhOQL62hTKTl","wellington","NPD Porirua","rbsq48c","-41.128666691005","174.83786345767"
"bCk0340ojiKZQkKH7qnxutbZDT7DGylx","auckland","Z Roscommon Rd","rckm6z","-37.0041732054","174.852386129"
"bELtSJmdiJIvYWPHq2oKFegeQRfqs3yI","auckland","BP Connect Cavendish","rckme4","-36.9902042844","174.868001777"
"bKeis4TwqC3jwU48yhN7AEIrBIiL0RoO","hamilton","BP Connect Glenview","rck8ud","-37.8217545253","175.286707718"
"bKy0sicj8kuKiDghVzCBSvr5CqSyoiZg","auckland","GAS Station Road","rckq1b","-36.9140560265","174.809882043"
"bV2jerzIXtSxUwZexYgr2pDqhrruPRPy","christchurch","Z Woolston","rb6b31","-43.5432484","172.6677763"
"bX7FCaV486tABxFDU3Kr5K6Gd35oggON","auckland","Mobil Wiri Station","rckme2s","-36.9984285575","174.875991559"
"bbDLv8pY71RqHhQFzzBroKKTVVqqBgfl","auckland","GAS Dominion Road","rckq0w","-36.8807296","174.749235"
"bjQd5iF2HoiJAdjChZbNkegeIi0DYdUl","auckland","GAS Panmure","rckq4u","-36.889258981536","174.85665269205"
"bkl4aTa13niYpACmHlryL2RmfKnRjaHY","auckland","Z Manurewa","rckm7u","-37.0236633","174.8996739"
"bnthNef7ad0KLaFbwLNqBivKExIIxxnw","hamilton","GAS Hinuera","rckbr","-37.8877414","175.7750843"
"bsrtYISlPmbqElsdNill660h7MhGpmHh","christchurch","BP 2go Papanui","rb68xc4","-43.4995599","172.6098193"
"btoeAgB0fEvEnCEVMIizQSXZ8jOJRP3f","auckland","Mobil Cavendish Drive","rckme1","-36.9930564","174.8602337"
"c0MhNx4wqZg5FbkWMAOLSHgmCFbYAfDI","auckland","GAS Howick","rckqh9","-36.903361","174.927171"
"c3Qpl2Qr7MXo28cF1XpKNq5umACRnotJ","wellington","BP Connect Whitby","rbsq5e","-41.1137433","174.882267"
"c3lYRfylP5PDxUowOjtLTU1gqz3lMpEF","auckland","GAS Pembroke Street","rckmek","-36.979184","174.874073"
"c4WeztnX7dnbfjfFoTd0nqdir33EiZr6","hamilton","Mobil Hillcrest","rck8vw6","-37.802438125","175.323361699"
"cALqF6xRxUlZP1HbrmeVTIJkmgWNI6Td","wellington","Mobil Silverstream","rbsmym","-41.1468539158","175.010127834"
"cGQpwMm2ZRMKhsIJIOAaJGFqzAmlCHEW","wellington","Z Taranaki St","rbsm14h","-41.2968847526","174.776341502"
"cKriQ3JgBHAUHvtyBPGmLEQa4WSrejbs","auckland","BP Connect Pacific","rckme8","-37.0013616906","174.88915409"
"cUX4bBHQhhKhqdwQn3NaTBdywHg5Voc6","wellington","Z Petone","rbsm7p","-41.2226697106","174.868597921"
"caYOCD8k28vr6Jlab4VyU67Gja1lMpbV","auckland","GAS Albany Heights","rckpn","-36.711565556616","174.66930255841"
"cfNVnv4Q20HiVDPT1vSwpyBzRPsfboga","wellington","Z Miramar","rbskcyz3","-41.3152086272","174.81358372"
"ckmqYcHJ6KdUjEhuRDh0Ntm6mKBRqoW5","hamilton","Mobil Karapiro","rckb6","-37.9168639597","175.555373239"
"cp743HsVqbCuXMaBDJ6exhAUlBlZIVon","hamilton","Challenge Lake Road Service Station","rck9h2","-37.7883292021","175.268426166"
"cuhvaN0WKkC8GOfJi7uXAmN0cL5d72AV",,,,"-36.6214218","174.6839177"
"cznE4DE02GbheT4f8fHwZXnGTvsBhDsx","hamilton","Z Five Crossroads","rck9hg",,
"d0UBbSq0xABXtHOyx1TTxuMJ5m5lmjRZ","christchurch","BP Connect Bush Inn","rb68r5","-43.5312723","172.5765687"
"d1IqyhJN2qdOOHibAvpI3c7iRFoo3s5m","hamilton","Z Pukete","rck95xq","-37.7525975401","175.240959581"
"d1ZkYTqLtdezGznLNqxwp7jQXkKWwjoE","auckland","Caltex Highland Park","rckqh4f","-36.8977286672","174.906434138"
"d2htEopuK8gLDvOuQCM6xS3yuVJr0Uds","auckland","Gull Henderson Valley","rcknje","-36.8940406236","174.619491939"
"dB0fry2N4oIcy1LY1Fx7OUWw1amSEJIg","auckland","Gull Birkenhead","rcknxf","-36.810968","174.718195"
"dHP4VvG7oew6A5FhyDXqp2AesIHVaLNJ","auckland","Z Mairangi Bay","rckqbx",,
"dN080SDff1zBmFEiEkFs3c7idaCoX6aQ","auckland","Z Constellation Drive","rckqbn5","-36.7481956","174.7319283"
"dS7t7rADODis685RdfXVSXQQpi5dNWTi","auckland","Mobil Takapuna","rckq8y",,
"diAWrxV0O4LIF3usvglPhe7PS6AuWWNF","hamilton","Waitomo Ngaruawahia","rck99wc","-37.6667159","175.1467879"
"dijBPjqdocd7GwOaY3oDiOTYStG5m4WK","wellington","Caltex Olympic Service Station","rbsmt5","-41.2005360411","174.947024323"
"e3rxQk6yAvENILI8RGTW1Mvw4FAn2JwU","auckland","Mobil Dominion Road","rckq0k","-36.8911462661","174.74629423"
"e5YywaiS5mhOZeIP62bekI8nhZJJRJGD","hamilton","Caltex Te Rapa","rck95y9","-37.7571058342","175.245392079"
"eBGVv5PEioSabOJU4hUMojJwaXxd08pc","christchurch","BP 2go Mairehau","rb6b89","-43.4976204","172.6423573"
"eFvbNODyjqm7kpPIj4GPu3cNtCzhzuIo","auckland","Mobil Onehunga","rckmcm",,
"eMdLUpKfC0RrHK7gLCuNxIGTYhpMuZVa","christchurch","Mobil Yaldhurst","rb68mq","-43.512215","172.504129"
"eeTATCNRwgqMJYAFNFiwFTQg1R3zc8yp","auckland","Mobil Mt Roskill","rckq03","-36.9046644053","174.742347622"
"ei0fVfWwpfuVPvSSowKISXBKVSIkoeag","auckland","Mobil Verran's Corner","rcknxe","-36.80613","174.7062"
"emOuj1sP2OLZgFZquSs8QNlp6Y6qAz03","auckland","Orams Marine Village","rckq2t","-36.841880050407","174.75357613068"
"enqcAd0xyDWpDONfALb4OSaEGb43KgAL","auckland","BP Connect East Tamaki","rckmum6","-36.928591","174.916646"
"f85GhZlyP8bGMKujiWyhtKEQoSySsE5Z","auckland","Z Waikumete","rcknn6","-36.900031","174.652775"
"fQsQD02OUUtovzbV6HADuaJWSZFAWxb6",,,,"-41.255411717323","174.79802420859"
"g1idkA1SEtZSFkVgnETj5ObgzWDwmf0p","auckland","BP Karaka - opens 6am Wed 9 April","rckke","-37.137149948075","174.88510855467"
"gTyDOBXA6ousnrzLetFoUkf1ouTOjjfY","auckland","Caltex Somerville","rckqh8","-36.9121445913","174.92597707"
