id,city,name,geo_hash
PY6pEUNjlLsqqKgJHciuG6OWUz1YLZtk,christchurch,NPD Port Hills Rd,rb6b1s
RqZFWjYoEOMqvbsGohXYyu1AAKckjktP,christchurch,BP 2go Linwood,rb6b39
opKbHTPzoScy2KquhjQroQzIKQ3HGBKC,christchurch,Challenge Southshore,rb6b6s
JRFjWX0sLkzcKxexrQ60U7yxVd7Yk8rS,christchurch,Waitomo New Brighton,rb6b6x
ycIVbyVRVlUnKivH8Be2ssh2OYYhVUqm,christchurch,Mobil Papanui,rb68xcc
bsrtYISlPmbqElsdNill660h7MhGpmHh,christchurch,BP 2go Papanui,rb68xc4
Zw8g8qIKFn8n4wsGQmvZnVkSaaIOqEFx,christchurch,BP Connect Moorhouse,rb6b21x
xquOs7MUcEhrho5qWUV3BcjIv0d7cXHa,christchurch,Z Moorhouse,rb6b21e
lmWddHDkn6YPlt7hEFBZO0nqcOFcPzV0,christchurch,Mobil Madras St,rb6b2dd
277hVvxbPwlfmCGiK3hkXNUF5KikNWEg,christchurch,Pak 'n Save Moorhouse,rb6b29b
5VHA7lJWds2NFVLuBlSfEy7ytM7VCO32,christchurch,Waitomo Fitzgerald,rb6b2dx
yUJuCjwJ4s6Ei08bB4sastD36QUDlB7y,christchurch,NPD Moorhouse Ave,rb6b29c
ycUxHu8jEaM8VeQurSWi5vxv0iDkdtbw,christchurch,Z Brougham St,rb6b2bm
PFXSocWHF4uxUgQ4bGu82XYBNlLzrsLK,christchurch,Challenge Opawa,rb6b2b7
hK18wCdAN8h6UYUsfpmONIVvAXQhj4Jm,christchurch,Challenge Hills Road,rb6b2v9
Ra7lEJrDyhTnl2jpf0yLvmQh8eYiZtfy,christchurch,Gull Stanmore Rd,rb6b2vh
ORbjGiBb3M0PGcga3SXh05YOXBw5afbW,christchurch,NPD Ferry Rd,rb6b32p
lRG7ov1cZppT746DiHFlfh8eLxcIum0F,christchurch,Waitomo Woolston Fuel Stop,rb6b32m
Y13iPPUr5PKvk7PqiWJ1TzZliFR3ie85,christchurch,Allied Wainoni,rb6b3wy
7aZuaOJmn4CpnP5SVKE3R1PQI2OKu4vA,christchurch,Wainoni Pak n Save,rb6b3wz
8NlRZvdHv2JZwH0KffHVdl0UBWbz40N7,christchurch,Tasman Fuels Pages Rd,rb6b3v3
8UipzrNSWCcOlb0ycrCS6rUtxTsEPdci,christchurch,Mobil Aranui,rb6b3vv
G2bClVVZ8nSW8R7AlJy3HQ1M5ELaT3Es,hamilton,Mobil Otorohanga Mitsubishi,rchwg
ckmqYcHJ6KdUjEhuRDh0Ntm6mKBRqoW5,hamilton,Mobil Karapiro,rckb6
TO2hrIEpYKMcDzGRePQf7TIcwTZASQmV,hamilton,Springdale Service Station,rckf7
0qIGnFVZCxiYSnuClVJhOTd0Hq0bGaDw,hamilton,BP Connect Ngaruawahia,rck99wj
diAWrxV0O4LIF3usvglPhe7PS6AuWWNF,hamilton,Waitomo Ngaruawahia,rck99wc
tKlHEF5mGJPsXY1kj7laEdEXprJxWYDB,hamilton,Te Kauwhata Auto Services,rcke1
Bms1RSeEHbWLVoSOzUt3fZg3YntSNMiy,hamilton,g.a.s. Tahuna,rckf9
zKnbx4IDQMcfWvsMDiClEUHVqLErtT3J,hamilton,GAS Patetonga,rckg0
bnthNef7ad0KLaFbwLNqBivKExIIxxnw,hamilton,GAS Hinuera,rckbr
5WVQMs1iozTjCea7MRStVPmszw7sdbzP,hamilton,Mobil Waharoa,rckcp
No0gyp6f1rPZZlhKrp7HOJKZz8rVJx6q,hamilton,Gull Morrinsville,rckcf1
LCdqc524wQno55z73w5TmYQKyApFlX4k,hamilton,Waitomo Morrinsville,rckccb
oDpYmNkqsaSHPy1zMmyGTPOcYfO1EDoX,hamilton,BP 2go Morrinsville,rckcf2f
wXHbpXrg1IyEcrpTgzUVIcbOx1UWbw8h,hamilton,Caltex Morrinsville,rckcf2c
JJdu74kr33vRzKKDjDpFJSPtBVVTBpoI,hamilton,Z Morrinsville,rckcf0q
NMqLtaF1YlHePUC1vO4Dmxqy5UviXLbc,hamilton,Tasman Fuels Morrinsville,rckcf04
n1Sxq87V7RAJCifj0PfuSLUNVrowImRZ,hamilton,Caltex Pat Prescott Motors,rchwd
R0kXG66Nbm665Rm0mrpmyUDrIn5zHh8D,hamilton,BP 2go Leamington,rckb35
BBIZyCrwUzAsI3emI2PYMfnjwIGwzpQR,hamilton,Mobil Cambridge,rckb2vu
PZdvWR8i2MCfXo5AKuXrdRXSumhJ6Bmx,hamilton,Challenge Rockgas Cambridge,rckb2vr
LncyXEIxEzdMCFkTTv05dGIkoR685HVq,hamilton,BP Connect Cambridge,rckb2y5x
Crrg2YpR30uXVwJzqcCHco3NzEK41fs8,hamilton,Z Cambridge,rckb2y54
8fH8DhaH1nufbqWxuECrcHDSvUcvxBn3,hamilton,Waitomo Cambridge,rckb2vn
aXlQRy7lW3gFn00i3HFWSBNvybXjXeZp,hamilton,Caltex Super Service Station,rchxv9
hZ7gDQPwk2WEnHGoDgdJvwnKFATSnwv1,hamilton,Pak 'n Save Te Awamutu,rchxvc
j66iKMxqFXtzklX7ekbLoEKwGp4L2W6W,hamilton,Gull Te Awamutu,rchxtx7
wsAfhEspEJauetrnaN3tgxY66iyXCO5F,hamilton,Z Te Awamutu,rchxtxe
YE0qoO0gM6m6j0SJYoBwyjiwVdFDZfAp,hamilton,Mobil Te Awamutu,rchxv8t
1uY5GTFC6EVZztJ1r0ZRWW6KtKuQvJ1t,hamilton,Waitomo Te Awamutu,rchxv88
vowl4LH5usSUmvMWAdgV3dTH8alVeepz,hamilton,GAS Te Awamutu,rchxv8f
IKz3fRgWuIXKuqM5zypiZATb3v3gFFqC,hamilton,Caltex Chartwell,rck9hx
Z2cGUn1Db6QxeKcIZT0xoUQTatuKkPUZ,hamilton,Z Rotokauri,rck95r
hPcvJ3mdp81ylVtOfcbKl6VM7sT2BxGB,hamilton,BP 2go Horotiu,rck97p
PMiWzsQ2qLVOSqjUKT1d7Mqv5AkzuPrN,hamilton,BP Connect Horsham Downs,rck9k7
cp743HsVqbCuXMaBDJ6exhAUlBlZIVon,hamilton,Challenge Lake Road Service Station,rck9h2
cznE4DE02GbheT4f8fHwZXnGTvsBhDsx,hamilton,Z Five Crossroads,rck9hg
Lx4gDAQ2VEPDdECGFEMzRDZXPmGX5zbC,hamilton,BP Connect Tristram Street,rck9h8
r6iDGN4YaV12OnFCcY66ulpO1bJuVOGV,hamilton,K & L St. Andrews,rck9hn
Pd0ZIQklNR8noSEu2whZn66oOPlvpdaZ,hamilton,Pak 'n Save Clarence Street,rck8ux
Xrs08fPBNlAyuRcfZupmzWpFsn2niXpP,hamilton,Z Eastside,rck8uy
5HgplMWVVtZ3g67CeYeT1CvzeQQwMiki,hamilton,GAS Avalon Drive,rck95f
u1pSu1CTSTReozETi4MoB5tgyCEj50mJ,hamilton,Mobil Avalon Drive,rck95g
vDG54fCUmJ02v2Um4Nzp3ijE6gCl6FMe,hamilton,Caltex Avalon,rck95e
30sRIn8w4CsoUGsfaZKcFBwMzJKBQg7e,hamilton,Challenge Killarney,rck8up
1mZknzMN7GUkt2K2nb4A7i2I3bjrMeaf,hamilton,Z Dinsdale,rck8gz
KFNBfu6eQBXFfpk7LTI7mDb7UkQGeuZ5,hamilton,Caltex Dinsdale,rck8gx
GsWM2WUvngwoKIoJlJdovpkOlREtwDyB,hamilton,Waitomo Frankton,rck8uj
bKeis4TwqC3jwU48yhN7AEIrBIiL0RoO,hamilton,BP Connect Glenview,rck8ud
sbhdZoEwbU67VENh8g8Fv2FuGcCCmXPn,hamilton,Gull Melville,rck8us
UakZSVmDSB6XIVWPfSQzAoQQdzv8loRb,hamilton,Z K Drive,rck8um
wHuvvoUNMbRz1YqFsuH5D7rs5BkBt12G,hamilton,Waitomo Ruakura,rck9jf
F6T4GPMzC6t4cjjQARKVz3L75q7GlRHJ,hamilton,Gull Tramway,rck9jh
gpb4MRfpTvKb2fPYrPt6znILebwA8Tuo,hamilton,Mobil Clyde St,rck9j0
3fXKeU4jWJmVgdshSe2P6giSeF6drtJb,hamilton,Challenge Naylor Street Auto,rck8vp
lyuhleaJsZJyNiTfys118INAeknNgqsq,hamilton,Caltex Hillcrest,rck8vw9
c4WeztnX7dnbfjfFoTd0nqdir33EiZr6,hamilton,Mobil Hillcrest,rck8vw6
AJSl5wQLYhfm3sm2qSgIAipbrvMBxyW5,hamilton,Pak 'n Save Mill Street,rck9h6m
mq2dk3utcONOQ5qqInjBsANJdFMOrabu,hamilton,BP Connect Whitiora,rck9h6x
oIhukyWHkPXdA8Vpckq6ABJhbF4MtDPz,hamilton,Z Stadium,rck9h6k
0jLi4XXzpIWAQCSkUPfdk1YR3b36iph0,hamilton,Waitomo Hamilton Central,rck9h6n
Hk8XLret0DRnHbSRZIHfVkeNYoQEb2kh,hamilton,BP Connect Frankton,rck9h0s
kY4wQiAWyADrw0d26iDXKJKrqqI5XSdb,hamilton,Waitomo Greenwood,rck9h0k
P6ytkuNnS16swygjG7juIDoSlA34xo1E,hamilton,Z Frankton,rck9h11
0zv0Ywh3LzX8lf2oe1GywmMwg03Iz4Bu,hamilton,Gull Norton Road,rck9h1g
qn3ycB0TtCqMlZNpDApPeZUhWuq38GHE,hamilton,Mobil Lake Road,rck9h1p
rxTXpZDL3EH5lMYTZzusgOEEZ8vzRdeX,hamilton,Gull Te Rapa,rck95xp
LW6rVhJGEsLERSKEjOVhNE42siNGTEwr,hamilton,Waitomo Te Rapa ,rck95yb
T1rZfxzvHHjvkSQsRFJpvs5JNqs3Tztl,hamilton,GAS Te Rapa Road,rck95y7
e5YywaiS5mhOZeIP62bekI8nhZJJRJGD,hamilton,Caltex Te Rapa,rck95y9
A7FZT1LQ7cv3Op7jeWbXVWrFAAE4FruZ,hamilton,New World Te Rapa,rck95xm
d1IqyhJN2qdOOHibAvpI3c7iRFoo3s5m,hamilton,Z Pukete,rck95xq
Wpluy8YjcEyk1JFsHE0Popfni2jal2y2,hamilton,Waitomo Te Rapa,rck972s
wUSdLJuTIn6jraAjvS7776aymNnbb6KC,hamilton,NPD Te Rapa,rck972z
Xf3agbJFKlTaJr71faxalfLHJ5eDbgjt,wellington,Challenge Pauatahanui,rbsqh
SngVgqC1VgPNkH5TlreZKNKShqQqOigW,wellington,Mobil Cannons Creek,rbsmg
BUnuz7YXEdkAReg0tIc3WKRrwgYMtP2A,wellington,Caltex Stokes Valley S/Stn,rbsmv
zF2iOzvuo5gsj6NtBRf3CW5RgcUtLsJi,wellington,Waitomo Johnsonville,rbsm9
uwIbEk0tZL4BLfbclypHBt1WB3y3HkjB,wellington,Challenge Sunshine Bay,rbsmh
iHwWXXFbKHGcD6gtee7tsu1kB8ijXepr,wellington,McFall Fuel Kapiti,rbsrm
W4Wf2QNq7baF73jW4vy0leKUoLxSrF3I,wellington,Caltex Kapiti Road,rbsrq4
MRoWwHHY8ofh5Pd2AQnARjEZa3bRLmkb,wellington,NPD Kapiti,rbsrnq
UIfJjVO4EK3doqVNMOTAvFSFxhQMxrAI,wellington,Z Kapiti Rd,rbsrq1j
amjqaiKrjIEBxM32D0lizdUfER3GvTq6,wellington,BP Connect Kapiti,rbsrq1n
sAFBkt6heFN8NyAnnmVx0sAuSM0s5c5X,wellington,Pak 'n Save Kapiti,rbsrnr0
tzg2DCfcAy41FaQn3wihqha0ejO8rkWu,wellington,Mobil Kapiti,rbsrnrs
oTJRjTnSELqzlfVg1GyRCpuh344lvlKS,wellington,BP Connect Paraparaumu,rbsrnrk
GbFZD4d8rRBjb13NA32PS4DZV2chu6zH,wellington,Mobil Bohanna Motors,rbsrrwj
VmsyxVlcZcIU61VGktZaPVr5EmwUqaKh,wellington,GAS Waikanae,rbsrrww
QVbtElhUHXfzwaS2nrrloSr35zIwIOap,wellington,New World Waikanae,rbsrrwz
FVU4KnVu1a3NjyJszWGvQB8nhYJYMJTe,wellington,Mobil Paremata,rbsq5h
c3Qpl2Qr7MXo28cF1XpKNq5umACRnotJ,wellington,BP Connect Whitby,rbsq5e
aWgNu4XwBRWbwCsMpQ0RInQK5Cmj6eKL,wellington,BP Connect Mana,rbsq5n
mCgYZiBCCtwDN6KB8VTT64Q1FEonPraD,wellington,Mobil Porirua,rbsmfw
KA5PSV5Y8zQOtbvEBgDvzMrqWbVXZ2qZ,wellington,Z Mungavin Ave,rbsmfz
tcowC02uEqGlNOsQBy7B2PTuhkd3KiOi,wellington,BP Connect Tawa,rbsmf0
FZUV6HdGDg0EuXTGMdbNEweEgJ227A4m,wellington,Caltex Porirua,rbsmfxg
8NaSQZWnAwiaKo5ZffWuK3MCLSYH85o6,wellington,Pak 'n Save Porirua,rbsq483
b5Abpvm0gCkecv3JW1vKOhOQL62hTKTl,wellington,NPD Porirua,rbsq48c
XfuTklcVJG3FebXoZtKT5TjBdaGBPgbR,wellington,BP Porirua,rbsq484
CrpcvpJ8U6fP4xUYafmzwnIxN0G6ptZE,wellington,BP Connect Porirua,rbsmfx5
xRqzz0r0jVpyD63WSFjhpZoGglWhHuf6,wellington,Allied Pirinoa,rbssf
KQiuD8BzIRaNwUaH1KN1vv1EY6nV3PBx,wellington,Z Rimutaka,rbsw0k
wsGhKeRUSWkzCyGk5iTqXVzq4up8jKJh,wellington,Waitomo Upper Hutt,rbsw04
WlxWoQshQL3SJvV0XCjpMKWKygUzBJnP,wellington,BP Connect Upper Hutt,rbsqpc
Ga0z18wQVrInJIbsKpj6enNhUBP83fV8,wellington,Z Trentham,rbsmyz
7qhUQ5kVkpy7b0FjpCejNGv5YLdQwZpn,wellington,Challenge Moonshine,rbsqp1
cALqF6xRxUlZP1HbrmeVTIJkmgWNI6Td,wellington,Mobil Silverstream,rbsmym
LKzSOoVmljMZrgKuWmK7ImP0ItPhL5up,wellington,Gull Silverstream,rbsmyt
oZXeyzhmSSht5Cq8jEHVEnTbMUaPKrg7,wellington,Caltex Upper Hutt,rbsqp97
tIQAAq5O2XMoPCIpZUe2A62IuL4Vpos6,wellington,Pak 'n Save Petrol Upper Hutt,rbsqp9x
jAQK7X076xvRk02ozcrokPoOGZMSS78H,wellington,Gull Wingate,rbsmtq
5IlIdu0BL1BItFIc0Q5ZeljVuqBeMmz4,wellington,BP 2go Taita,rbsmtr
MSG8aGk3juaN4uJtvCbnLtaro6JMSQqe,wellington,Z High St,rbsmsu
dijBPjqdocd7GwOaY3oDiOTYStG5m4WK,wellington,Caltex Olympic Service Station,rbsmt5
LvTdLgMDFJR2nuQY3UWPZy3WAawAS8WW,wellington,BP Connect Waiwhetu,rbsmkp
2iBbfKMb64HwpzZC0DUGHByjJ7t32tDW,wellington,Z Seaview,rbsmkj
kA8x540PXo8ImfYeOpsEG8ayJYjmnEgD,wellington,Mobil Lower Hutt,rbsms7
R5LgeXbmsBfk7mZu0cVPlT2Bl1lMPVge,wellington,Z VIC Corner,rbsms6
k081OUHhggism47gT1Jw2RpzrEvDIVQL,wellington,BP 2go Railway Ave,rbsmec
OIaTSKud7u1j5ZpORCcryiNASsqmysfH,wellington,Gull Waione,rbsm7v
cUX4bBHQhhKhqdwQn3NaTBdywHg5Voc6,wellington,Z Petone,rbsm7p
iCrEjXCGtZ3b4gviF7BQHavmIYgunX2s,wellington,Waitomo Petone,rbsm7q
TTmHzZSxnqggyV8EqDR43wWGsH0t4Q06,wellington,Allied Seaview,rbsm7t
3MJ3zMFi3rRmqr4X6h7HdzIfxVhB72fc,wellington,Z Hutt Rd,rbsme9
EhInRMk11J4N4E58HXT4aFRNd2Ueuuna,wellington,BP Connect Wainuiomata,rbsmkb
WQcYEhlDwcOZWstqdGolgVSbk8DZ5fWJ,wellington,BP Hutt Rd Truckstop,rbsm6t
hlr1WuLSC3WgT7qcwbRzHlBFUyadYsLm,wellington,New World Hutt City,rbsms4k
JZgUwEkKBAIFo1OG7Iof2Ebh7oNDjmP7,wellington,Pak 'n Save Hutt City,rbsms4z
GDrz7VrUAkHm5xiuWWvP13XDp5jPc16T,wellington,BP Connect Melling,rbsms4y
ahzmLLAdDzLMVnMhRF6g1Yhm22I2KXw7,wellington,Mobil Petone,rbsm7r8
GOBBheTv1rYUqbjCgptblMA010tUmKp0,wellington,Pak 'n Save Petone,rbsm7r6
zepDL3O8AA3XFk3RuOEpW7J8PeYGx2Wh,wellington,BP 2go Newlands,rbsm6n
T2R6NX0SkdLaVrsMzfcTlMWQFfNjp4dN,wellington,Z Johnsonville,rbsm3y
vyUnUEzcET1uRpRRkStc0Q4GXYoJb32D,wellington,Waitomo Tawa,rbsmdn
pCNEpsPjyfhSEdQnCHOIClYZ2tDVP2aF,wellington,Z Tawa,rbsmdq
TFPoO21J25vCgxGQkrjKCd6rcO4L4TVC,wellington,Waitomo Tinakori,rbsm1r
OnEVI0sxW7PrwcAtDtLdxs5RfJAT1tW2,wellington,Caltex Old Hutt Rd,rbsm39
rVaST3BgeYOZJWZfRMTc8sGlUfXHUPKG,wellington,GAS Ngaio,rbsm34
K75GjGwuMUlaMy06LfZcfiknvjyUC07t,wellington,Mobil Johnsonville,rbsm3zf
AnSI5g4eIwmZJiRYGGwTYG53moqcgAXZ,wellington,BP Connect Johnsonville,rbsm3z4
pQggRhXeqCtFwT4WzZRJ7LtgS3ep8fUJ,wellington,BP Connect Roadmaster,rbsm15
DzD11XXZ1DJAgI48bjHxYhYJ33hL12n5,wellington,Mobil Karori,rbsm0k
TdfyD0WvQ6YMLzkzvUhZKfkRmun6d1x3,wellington,BP Connect Adelaide Road,rbsm11
uRbtJqSPgIQ8Yi36KUJIBgisvL4UzlWu,wellington,BP 2go Berhampore,rbskcj
NcCO7CVDE2Fa3NeC35NFbeWYdDi8wlfP,wellington,BP 2go Karori,rbsm0h
jtBOJDI4AEfgSg4VtlaKnRttzUT6MP2L,wellington,Z Broadway,rbskcu
S5XrqwXhZuo1cvgohnvdmQwKkowP5CwA,wellington,Z Kilbirnie,rbskct
4R45FPfnGIK6cCfN1etNbbu8GQANd35z,wellington,BP 2go Brooklyn,rbsm0b
WbmKRJ4azmOf71KrAZeRndZ47K1xDd84,wellington,Z Constable St,rbskcr
cGQpwMm2ZRMKhsIJIOAaJGFqzAmlCHEW,wellington,Z Taranaki St,rbsm14h
As5SgbdZfn8CLmzqhyXrK3XiWKXUF2vn,wellington,Z Vivian St,rbsm14d
LtjpAgGtiVrOqEtHTjx4ZviXK8tb3opm,wellington,Mobil Kilbirnie,rbskcw6
lTzvOg1fqCXqvnYY3dEBmgV0J3nyvLZO,wellington,Pak 'n Save Petrol Kilbirnie,rbskcw4
YTS0nyNsLCn1xYcMpMf6hnfCCSBhN7u6,wellington,New World Miramar,rbskcyzc
cfNVnv4Q20HiVDPT1vSwpyBzRPsfboga,wellington,Z Miramar,rbskcyz3
